,FECHA,HORA DECLARADA,RUTA,OPERADOR,TIPO_AERONAVE,PERSONAS_ABORDO,PASAJEROS A BORDO,TRIPULACION_ABORDO,CANTIDAD DE FALLECIDOS,PASAJEROS_FALLECIDOS,TRIPULACION_FALLECIDA,DESCRIPCION_ACCIDENTE,DÉCADA,AÑO
1645,1975-04-04,16:30:00,"Saigon, South Vietnam",Military - U.S. Air Force,Lockheed C-5A Galaxy,330,314,16,155,150.0,5.0,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulic systems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster.",1970,1975
1646,1975-05-13,21:15:00,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,Sikorsky CH-53C (helicopter),23,19,4,23,19.0,4.0,The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor.,1970,1975
1647,1975-06-24,16:05:00,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,124,116,8,113,107.0,6.0,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air traffic control personnel and the flightcrew that a severe weather hazard existed along the approach path.",1970,1975
1648,1975-06-26,22:28:00,"Toledo, Ohio",Hamilton Aviation,Beechcraft E18S,2,1,1,2,1.0,1.0,Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance.,1970,1975
1649,1975-07-15,12:34:00,"Near Batumi, Georgia, USSR",Aeroflot,Yakovlev YAK-40,40,35,5,40,35.0,5.0,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew.,1970,1975
1650,1975-08-03,04:30:00,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,Boeing B-707-321C,188,181,7,188,181.0,7.0,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error.",1970,1975
1651,1975-08-03,19:30:00,"Off Amapala, Honduras",Military - Nicaraguan Air Force,Douglas DC-47,20,17,3,20,17.0,3.0,"The plane was unable to land at Ilopango, El Salvador to refuel because of adverse weather conditions. The plane most likely ran out of fuel and crashed into the Pacific Ocean.",1970,1975
1652,1975-08-07,16:11:00,"Denver, Colorado",Continental Airlines,Boeing B-727-224,131,124,7,0,0.0,0.0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.",1970,1975
1653,1975-08-09,10:27:00,"Bagdarin, Russia",Aeroflot,Ilyushin IL-14M,11,6,5,11,6.0,5.0,The crew deviated from the approach pattern and collided with terrain obscured by clouds 28 km from Bagdarin.,1970,1975
1654,1975-08-15,22:01:00,"Krasnovodsk, USSR",Aeroflot,Yakovlev YAK-40,38,34,4,23,21.0,2.0,The plane descended below the glidepath and crashed. Windshear.,1970,1975
1655,1975-08-20,01:15:00,"Near Damascus, Syria",Ceskoslovenske Aerolinie,Ilyushin IL-62,128,117,11,126,115.0,11.0,"The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude.",1970,1975
1656,1975-08-30,13:57:00,"Near Gambell, Alaska",Wien Air Alaska,Fairchild F-27B,32,28,4,10,7.0,3.0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.",1970,1975
1657,1975-09-01,08:00:00,"Leipzig-Halle, East Germany",Interflug,Tupolev TU-134,34,28,6,27,24.0,3.0,"The aircraft descended below the glide path and struck a radio tower short of the runway. The captain was sentenced to 5 years in prison, the co-pilot, navigator and radio officer received 3 year sentences each. The plane collided with the radio tower because the pilot was flying below the minimum flight altitude.",1970,1975
1658,1975-09-11,10:20:00,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Douglas C-47-DL,9,6,3,1,1.0,0.0,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.",1970,1975
1659,1975-09-30,02:40:00,"Off Beirut, Lebanon",Malev Hungarian Airlines,Tupolev TU-154B,60,50,10,60,50.0,10.0,The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.,1970,1975
1660,1975-10-22,16:53:00,"Novgorod, Russia",Aeroflot,Yakovlev Yak-40,6,2,4,6,2.0,4.0,The crew attempted a straight-in approach in fog but the plane went off course after passing the Outer Marker.  The crew descended until the undercarriage and wing contacted a building. Crew error. Attempted to land below minimumns.,1970,1975
1661,1975-10-23,19:28:00,"Cairns Airport, Queensland, Australia",Connair,de Havilland DH114 Heron 2E,11,8,3,11,8.0,3.0,Improper approach during a storm. Crew error. Misalignment of the aircraft with the runway and abandonment of the landing approach. The pilot-in-command did not immediately initiate a climb to a safe altitude for reasons unknown.,1970,1975
1662,1975-10-27,06:45:00,"Tomonoco, Bolivia",TAM (Bolivia),Convair CV-440-12,67,63,4,67,63.0,4.0,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.,1970,1975
1663,1975-10-30,09:20:00,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,McDonnell Douglas DC-9-32,120,115,5,75,71.0,4.0,The aircraft landed short and hit high ground during an ILS approach in fog.,1970,1975
1664,1975-11-17,22:14:00,"Near Sukhumi, Georgia, USSR",Aeroflot,Antonov AN-24,38,33,5,38,33.0,5.0,"The crew attempted to circumnavigate a thunderstorm but los track of their positon. They descended until the struck Mount Apshara at 2,250 meters.",1970,1975
1665,1975-11-20,19:38:00,"Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-24,50,46,4,19,18.0,1.0,Crashed into trees on a slope of a hill near Kharkov Airport. Air traffic control reported a wrong QNH setting to the crew. Crew ignored ground proximity warnings.,1970,1975
1666,1975-11-25,18:50:00,"Near Bir Lahfan, Egypt",Military - Israel  Air Force,Lockheed C-130 Hercules,20,11,9,20,11.0,9.0,Crashed 15 ft. below the summit of cloud-obscured Jebel Hilal Mountain on the Israeli-occupied Sinai Peninsula.,1970,1975
1667,1975-12-26,14:49:00,"Rollinsville, Colorado",Star Aviation,Mitsubishi MU-2B,9,8,1,9,8.0,1.0,Crashed into mountains. Continued VFR flight into adverse weather conditions.,1970,1975
1668,1976-01-01,05:30:00,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,Boeing B-720B-023B,82,67,15,82,67.0,15.0,The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment.,1970,1976
1669,1976-01-03,17:58:00,"Anchorage, Alaska",Winship Air,Lear Jet 24A,6,4,2,6,4.0,2.0,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation.,1970,1976
1670,1976-01-03,10:05:00,"Moscow, Russia",Aeroflot,Tupolev TU-124,61,56,5,61,56.0,5.0,"After taking off the plane entered clouds. Both artificial horizons failed. The plane rolled to the left  until it reached an angle of 95 degrees, descended and crashed.",1970,1976
1671,1976-01-20,07:15:00,"Near Loja, Ecuador",TAME,Hawker Siddeley HS-748-246,42,36,6,34,28.0,6.0,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route. It is believed that the loss of altitude and the subsequent collision with ground was the consequence of orographic currents encountered over the mountainous area.,1970,1976
1672,1976-02-08,10:44:00,"Van Nuys, California",Mercer Airlines,Douglas DC-6,6,1,5,3,1.0,2.0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.",1970,1976
1673,1976-02-09,08:15:00,"Irkutsk, Russia",Aeroflot,Tupolev TU-104A,124,104,10,24,15.0,9.0,After taking off the plane began to bank to the right until it crashed. Asymmetrical refueling of the plane. Pilot error.,1970,1976
1674,1976-02-21,16:33:00,"St. Croix, Virgin Islands",Antilles Air,Grumman G-21A seaplane,11,10,1,5,5.0,0.0,Crashed into the water and sank while attempting and emergency forced. Unscheduled feathering of right prop for undetermined reasons. Engine failure for undetermined reasons.,1970,1976
1675,1976-03-06,00:58:00,"Near Voronezh, Russia",Aeroflot,Ilyushin IL-18E,111,100,11,111,100.0,11.0,"The aircraft plunged to earth from FL 260 in darkness. Electrical power failure of compass, gyros and auto pilot caused the crew to lose control of the plane.",1970,1976
1676,1976-03-07,11:07:00,"Igiugig, Alaska",Kodiak Western Alaska Airlines,Cessna 207,4,3,1,4,3.0,1.0,Continued VFR flight in to adverse weather.,1970,1976
1677,1976-04-05,08:19:00,"Ketchikan, Alaska",Alaska Airlines,Boeing B-727-81,50,45,5,1,1.0,0.0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.,1970,1976
1678,1976-04-23,08:08:00,Gulf of Mexico,Petroleum Helicopter,Bell 205 A-1 helicopter,12,11,1,12,11.0,1.0,Fatigue fracture of tail boom fuselage attachment fitting. Pilot and 4 passengers not recovered.,1970,1976
1679,1976-04-27,15:10:00,"St. Thomas, Virgin Islands",American Airlines,Boeing B-727-95,88,81,7,37,35.0,2.0,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown.",1970,1976
1680,1976-05-09,16:30:00,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,Boeing B-747-131F,17,7,10,17,7.0,10.0,The aircraft was struck by lightning while descending through FL100.  There was an explosion in the No. 1 fuel tank which caused the left wing to fail and the plane to crash. Ignition of fuel vapor in the No.1 tank in the vicinity of the motor drive fuel valve.,1970,1976
1681,1976-05-15,10:48:00,"Chernigov, Ukraine, USSR",Aeroflot,Antonov AN-24,52,46,6,52,46.0,6.0,"After entering the wake turbulence of a MiG fighter plane, the rudder deflected sharply and both propellers feathered causing the plane to go into a spin and crash.",1970,1976
1682,1976-05-23,12:30:00,"Zamboanga, Philipines",Philippine Air Lines,BAC One-Eleven 527FK,87,77,10,14,14.0,0.0,The aircraft was destroyed after a hijacker set off grenades in the cabin. All three hijackers were killed.,1970,1976
1683,1976-06-01,07:48:00,"Nacias Nguema, Equatorial Guinea",Aeroflot,Tupolev TU-154A,45,35,10,45,35.0,10.0,After takeoff from Malabo the aircraft collided with Mount San Carlos. Cause unknown. Possible failure of radar equipment.,1970,1976
1684,1976-06-04,00:47:00,"Agana, Guam",Air Manila,Lockheed 188A Electra,45,33,12,45,33.0,12.0,The No. 3 engine failed during the takeoff roll as the plane left Agana Naval Air Station. The aircraft began to rise but struck terrain and exploded in flames. The loss of climb capability after the crew retracted the flaps at too low an altitude to clear the rising terrain. The flaps were retracted after the No. 3 propeller feathered as the aircraft lifted off the runway. A driver in an automobile struck by the aircraft was killed.,1970,1976
1685,1976-06-06,15:41:00,"Off Kota Kinabalu, Malaysia",Sabah Air,GAF Nomad N-22B,11,10,1,11,10.0,1.0,Stalled and crashed into the sea during the approach two miles from the airport.,1970,1976
